"","sender","recver","value","nodelab2","nodelab1"
"3733",2411,1353,1.8,"microse fund management pvt ltd","systematix corporate services ltd"
"3734",2411,1354,4.03,"midpoint tieup services pvt ltd","systematix corporate services ltd"
"3735",2411,1649,1.07,"peacok tr-dere exportes ltd","systematix corporate services ltd"
"3736",2411,2064,1.02,"sea view shopping arcade ltd","systematix corporate services ltd"
"3737",2411,2442,1.93,"tarnado inv sales pvt ltd","systematix corporate services ltd"
"3738",2411,2740,4.03,"zefhyr marketing pvt ltd","systematix corporate services ltd"
"3739",2412,373,6,"cactus software pvt ltd","systematix securities ltd"
"3740",2412,1353,2.18,"microse fund management pvt ltd","systematix securities ltd"
"3741",2412,2411,11.38,"systematix corporate services ltd","systematix securities ltd"
"3742",2412,2442,1.32,"tarnado inv sales pvt ltd","systematix securities ltd"
"3743",2413,1326,2.91,"maya trade links ltd","t i global ltd"
"3744",2414,1,8.11,"20th century holdings pvt ltd","t c f c finance ltd"
"3745",2415,74,4.35,"alpic finance ltd","t c i finance ltd"
"3746",2415,360,3.84,"bunny investment finance pvt ltd","t c i finance ltd"
"3747",2415,689,12.23,"gati ltd","t c i finance ltd"
"3748",2415,740,10.72,"grow well commercial trading pvt ltd","t c i finance ltd"
"3749",2415,1020,12.05,"jubilee commercial trading pvt ltd","t c i finance ltd"
"3750",2415,1266,2.26,"mahendra kumar agarwal","t c i finance ltd"
"3751",2415,1488,3.06,"neera agarwal","t c i finance ltd"
"3752",2415,1489,1.73,"neera finance investments pvt ltd","t c i finance ltd"
"3753",2416,298,5.39,"bhoruka aluminium ltd","t c i industries ltd"
"3754",2416,299,4.12,"bhoruka financial corporation of india ltd","t c i industries ltd"
"3755",2416,300,5.23,"bhoruka financial service ltd","t c i industries ltd"
"3756",2416,301,1.21,"bhoruka international ltd","t c i industries ltd"
"3757",2416,409,1.43,"chander agarwal","t c i industries ltd"
"3758",2416,517,3.63,"dharampal agarwal","t c i industries ltd"
"3759",2416,740,1.09,"grow well commercial trading pvt ltd","t c i industries ltd"
"3760",2416,1686,1.09,"prabhu securities ltd","t c i industries ltd"
"3761",2416,1942,1.86,"s n agarwal","t c i industries ltd"
"3762",2416,2465,1.94,"tci finance ltd","t c i industries ltd"
"3763",2416,2536,3.39,"uma agarwal","t c i industries ltd"
"3764",2416,2564,2.21,"urmila agarwal","t c i industries ltd"
"3765",2416,2650,1.73,"vineet agarwal","t c i industries ltd"
"3766",2416,2672,3.34,"vls finance ltd","t c i industries ltd"
"3767",2421,818,3.03,"hfcl trade invest ltd","t spiritual world ltd"
"3768",2421,1122,1.2,"konica equity services pvt ltd","t spiritual world ltd"
"3769",2421,1506,4.5,"nigania promoters pvt ltd","t spiritual world ltd"
"3770",2421,1801,4.5,"rajasthan horticulture pvt ltd","t spiritual world ltd"
"3771",2421,1995,7,"sanchay fincom ltd","t spiritual world ltd"
"3772",2421,2331,4,"sujala industrial suppliers pvt ltd","t spiritual world ltd"
"3773",2422,112,1.13,"anjana somany","t v s autolec ltd [merged]"
"3774",2422,2034,16.44,"sarvopari investments pvt ltd","t v s autolec ltd [merged]"
"3775",2422,2196,5.8,"simplex trading agencies ltd","t v s autolec ltd [merged]"
"3776",2422,2267,2.98,"spl ltd","t v s autolec ltd [merged]"
"3777",2422,2466,16.61,"teamwork holdings pvt ltd","t v s autolec ltd [merged]"
"3778",2423,2346,9.09,"sundaram-clayton ltd","t v s motor co. ltd"
"3779",2424,2344,9.79,"sundaram industries ltd","t v s srichakra ltd"
"3780",2424,2425,23.39,"t v sundaram iyengar sons ltd","t v s srichakra ltd"
"3781",2428,666,5.58,"g indira krishna reddy","taj g v k hotels resorts ltd"
"3782",2428,677,3.19,"g v sanjay reddy","taj g v k hotels resorts ltd"
"3783",2428,772,1.34,"gvk capital finance ltd","taj g v k hotels resorts ltd"
"3784",2428,773,14.39,"gvk petrochemicals pvt ltd","taj g v k hotels resorts ltd"
"3785",2428,891,25.52,"indian hotels co. ltd","taj g v k hotels resorts ltd"
"3786",2428,2100,2.79,"shalini bhupal","taj g v k hotels resorts ltd"
"3787",2431,1245,4.47,"mafatlal industries ltd","tak machinery leasing ltd"
"3788",2432,1126,6.35,"kotak mahindra finance ltd","tamarai mills ltd"
"3789",2434,2206,1.21,"sivan securities pvt ltd","tamilnadu jai bharath mills ltd"
"3790",2435,2263,16.93,"spic ltd","tamilnadu petroproducts ltd"
"3791",2435,2486,17.61,"tidco ltd","tamilnadu petroproducts ltd"
"3792",2436,2433,29.49,"tamilnadu industrial development corporation ltd","tamilnadu telecommunications ltd"
"3793",2437,895,46.48,"indian seamless enterprises ltd","taneja aerospace aviation ltd"
"3794",2437,1121,5.96,"knox investments pvt ltd","taneja aerospace aviation ltd"
"3795",2438,735,9.98,"grasim industries ltd","tanfac industries ltd"
"3796",2438,831,9.98,"hindalco industries ltd","tanfac industries ltd"
"3797",2438,1665,4.99,"pilani investment industries corporation ltd","tanfac industries ltd"
"3798",2438,2433,26.02,"tamilnadu industrial development corporation ltd","tanfac industries ltd"
"3799",2441,149,5.64,"arihant technology pvt ltd","tarai foods ltd"
"3800",2441,556,5.64,"eden garden plantations marketing pvt ltd","tarai foods ltd"
"3801",2441,673,4.24,"g s sandhu","tarai foods ltd"
"3802",2441,882,1.07,"inder pratap singh","tarai foods ltd"
"3803",2441,1998,5.64,"sandesh properties pvt ltd","tarai foods ltd"
"3804",2441,2342,5.64,"sunbright foods pvt ltd","tarai foods ltd"
"3805",2444,251,4.31,"bambino investments trading company ltd","tata chemicals ltd"
"3806",2444,2453,9.82,"tata investment corpn. ltd","tata chemicals ltd"
"3807",2444,2459,10.14,"tata sons ltd","tata chemicals ltd"
"3808",2444,2461,4.21,"tata tea ltd","tata chemicals ltd"
"3809",2445,2461,50.59,"tata tea ltd","tata coffee ltd"
"3810",2446,1050,14.07,"kalimati investment company ltd","tata construction projects ltd"
"3811",2446,2454,12.41,"tata iron and steel company ltd","tata construction projects ltd"
"3812",2446,2457,3.19,"tata refractories ltd","tata construction projects ltd"
"3813",2447,2450,18.98,"tata industries ltd","tata elxsi ltd"
"3814",2447,2459,19.17,"tata sons ltd","tata elxsi ltd"
"3815",2449,2128,3.73,"sheba properties ltd","tata finance ltd [merged]"
"3816",2449,2448,13.34,"tata engineering locomotive company ltd","tata finance ltd [merged]"
"3817",2449,2450,17.88,"tata industries ltd","tata finance ltd [merged]"
"3818",2449,2455,13.34,"tata motors ltd","tata finance ltd [merged]"
"3819",2451,2459,74.18,"tata sons ltd","tata infotech ltd [merged]"
"3820",2453,39,4.63,"aftab investments ltd","tata investment corpn. ltd"
"3821",2453,251,7.53,"bambino investments trading company ltd","tata investment corpn. ltd"
"3822",2453,609,1.58,"ewart investments ltd","tata investment corpn. ltd"
"3823",2453,1050,1.07,"kalimati investment company ltd","tata investment corpn. ltd"
"3824",2453,1607,1.22,"paharpur cooling towers ltd","tata investment corpn. ltd"
"3825",2453,2113,1.57,"shapoorji pallonji company ltd","tata investment corpn. ltd"
"3826",2453,2444,15.37,"tata chemicals ltd","tata investment corpn. ltd"
"3827",2453,2459,31.75,"tata sons ltd","tata investment corpn. ltd"
"3828",2453,2552,1.34,"united motors india ltd","tata investment corpn. ltd"
"3829",2455,475,10,"daimler chrysler ag","tata motors ltd"
"3830",2455,2454,9.36,"tata iron and steel company ltd","tata motors ltd"
"3831",2455,2459,14.33,"tata sons ltd","tata motors ltd"
"3832",2455,2460,9.36,"tata steel ltd","tata motors ltd"
"3833",2456,2454,2.87,"tata iron and steel company ltd","tata power co. ltd"
"3834",2456,2459,28.74,"tata sons ltd","tata power co. ltd"
"3835",2456,2460,2.87,"tata steel ltd","tata power co. ltd"
"3836",2458,1050,14.76,"kalimati investment company ltd","tata s s l ltd [merged]"
"3837",2458,2454,78.13,"tata iron and steel company ltd","tata s s l ltd [merged]"
"3838",2460,2448,4.68,"tata engineering locomotive company ltd","tata steel ltd"
"3839",2460,2455,4.68,"tata motors ltd","tata steel ltd"
"3840",2460,2459,19.86,"tata sons ltd","tata steel ltd"
"3841",2461,2444,7.68,"tata chemicals ltd","tata tea ltd"
"3842",2461,2453,6.08,"tata investment corpn. ltd","tata tea ltd"
"3843",2461,2459,15.06,"tata sons ltd","tata tea ltd"
"3844",2462,290,8.88,"bharat tatia","tatia financial services ltd"
"3845",2462,368,9.92,"c k jain","tatia financial services ltd"
"3846",2462,1145,2.29,"kuber finstock pvt ltd","tatia financial services ltd"
"3847",2462,1943,8.65,"s p jain","tatia financial services ltd"
"3848",2463,290,15.81,"bharat tatia","tatia intimate exports ltd"
"3849",2463,368,2.94,"c k jain","tatia intimate exports ltd"
"3850",2463,1943,5.99,"s p jain","tatia intimate exports ltd"
"3851",2464,834,2.13,"hinduja tmt ltd","tayo rolls ltd"
"3852",2464,2454,36.53,"tata iron and steel company ltd","tayo rolls ltd"
"3853",2464,2460,36.53,"tata steel ltd","tayo rolls ltd"
"3854",2464,2605,2.14,"vatican commercial ltd","tayo rolls ltd"
"3855",2468,631,2.13,"fidelity legal custodian services ltd","technojet consultants ltd"
"3856",2468,1061,2.85,"kampani consultants ltd","technojet consultants ltd"
"3857",2468,1062,2.53,"kampani finance ltd","technojet consultants ltd"
"3858",2468,1200,23.95,"lochness investments ltd","technojet consultants ltd"
"3859",2468,1453,1.5,"naperol investments ltd","technojet consultants ltd"
"3860",2468,1656,2.3,"persepolis investment company pvt ltd","technojet consultants ltd"
"3861",2468,1810,4.25,"rajesh rajeev investments pvt ltd","technojet consultants ltd"
"3862",2468,2215,3.25,"snk investments pvt ltd","technojet consultants ltd"
"3863",2470,190,2.5,"asian equity investment ltd","teledata informatics ltd"
"3864",2470,544,1.58,"e anupama reddy","teledata informatics ltd"
"3865",2470,936,2.44,"investrick securities india pvt ltd","teledata informatics ltd"
"3866",2470,1032,4.53,"k bala vishnu raju","teledata informatics ltd"
"3867",2470,1559,3.61,"onex general trading pvt ltd","teledata informatics ltd"
"3868",2470,2217,4.28,"sobar mercantile company pvt ltd","teledata informatics ltd"
"3869",2471,1753,8.5,"punjab state industrial development corporation ltd","telephone cables ltd"
"3870",2472,1522,2.73,"niskalp investments trading company ltd","telephoto entertainments ltd"
"3871",2472,2570,3.97,"usha martin ventures ltd","telephoto entertainments ltd"
"3872",2473,1127,1.44,"kotak securities ltd","television eighteen india ltd"
"3873",2473,1249,1.1,"magnus capital corporation ltd","television eighteen india ltd"
"3874",2477,2562,2.07,"upper ganges sugar inds. ltd","texmaco ltd"
"3875",2477,2747,3.29,"zuari industries ltd","texmaco ltd"
"3876",2477,2748,28.05,"zuari investment ltd","texmaco ltd"
"3877",2478,1252,4.78,"mahabir prasad jatia","thacker co. ltd"
"3878",2478,1745,4.77,"pudumjee investment finance company ltd","thacker co. ltd"
"3879",2480,2732,1.18,"yatish trading company pvt ltd","thambbi modern spg. mills ltd"
"3880",2482,1566,3,"optimates finvest pvt ltd","thermax ltd"
"3881",2483,1742,2.18,"prudential capital markets ltd","thirdwave financial intermediaries ltd"
"3882",2488,267,74.92,"bennet coleman company ltd","times guaranty ltd"
"3883",2489,803,1.38,"hathway investments pvt ltd","tinplate co. of india ltd"
"3884",2489,2454,30.6,"tata iron and steel company ltd","tinplate co. of india ltd"
"3885",2490,910,1.03,"indsec securities finance ltd","tips industries ltd"
"3886",2491,444,1.68,"connoisseur management services pvt ltd","titan bio-tech ltd"
"3887",2491,685,1.82,"ganesh leasfin pvt ltd","titan bio-tech ltd"
"3888",2491,1960,4.58,"s udit securities pvt ltd","titan bio-tech ltd"
"3889",2491,2381,1.81,"suresh chand singal","titan bio-tech ltd"
"3890",2491,2439,7.49,"tanita leasing finance ltd","titan bio-tech ltd"
"3891",2491,2493,15.96,"titan securities ltd","titan bio-tech ltd"
"3892",2492,251,1.03,"bambino investments trading company ltd","titan industries ltd"
"3893",2492,917,2.59,"infomedia india ltd","titan industries ltd"
"3894",2492,1050,8.59,"kalimati investment company ltd","titan industries ltd"
"3895",2492,2433,27.88,"tamilnadu industrial development corporation ltd","titan industries ltd"
"3896",2492,2444,3.38,"tata chemicals ltd","titan industries ltd"
"3897",2492,2453,1.65,"tata investment corpn. ltd","titan industries ltd"
"3898",2492,2459,7.42,"tata sons ltd","titan industries ltd"
"3899",2493,115,1.86,"ankur cultivators pvt ltd","titan securities ltd"
"3900",2493,444,1.13,"connoisseur management services pvt ltd","titan securities ltd"
"3901",2493,685,1.1,"ganesh leasfin pvt ltd","titan securities ltd"
"3902",2493,728,1.33,"goyal textile industries pvt ltd","titan securities ltd"
"3903",2493,1081,3,"kasturi finlease investment ltd [merged]","titan securities ltd"
"3904",2493,1577,1.3,"oriental housing development finance corporation ltd","titan securities ltd"
"3905",2493,1879,1.2,"richie rich overseas pvt ltd","titan securities ltd"
"3906",2493,1960,2.4,"s udit securities pvt ltd","titan securities ltd"
"3907",2493,2038,1.33,"satwant singh sodhi construction pvt ltd","titan securities ltd"
"3908",2493,2174,1.33,"shrishti videocorp ltd","titan securities ltd"
"3909",2493,2381,1.17,"suresh chand singal","titan securities ltd"
"3910",2493,2439,10.04,"tanita leasing finance ltd","titan securities ltd"
"3911",2494,199,32.98,"atul c choksey","titan trading agencies ltd"
"3912",2494,524,18.62,"dhumraketu investments trading company ltd","titan trading agencies ltd"
"3913",2494,1741,16.13,"propycon trading investments pvt ltd","titan trading agencies ltd"
"3914",2496,2118,1.42,"shardaben u mehta","torrent cables ltd"
"3915",2496,2500,58.38,"torrent pvt ltd","torrent cables ltd"
"3916",2496,2677,1.58,"vora stock holdings pvt ltd","torrent cables ltd"
"3917",2497,748,7.33,"gujarat industrial investment corporation ltd","torrent gujarat biotech ltd"
"3918",2497,2498,43.34,"torrent pharmaceuticals ltd","torrent gujarat biotech ltd"
"3919",2498,2118,6.92,"shardaben u mehta","torrent pharmaceuticals ltd"
"3920",2498,2500,47.68,"torrent pvt ltd","torrent pharmaceuticals ltd"
"3921",2499,2500,43.7,"torrent pvt ltd","torrent power s e c ltd [merged]"
"3922",2504,1522,1.65,"niskalp investments trading company ltd","transchem ltd"
"3923",2507,299,23.96,"bhoruka financial corporation of india ltd","transport corporation of india ltd"
"3924",2507,301,19.08,"bhoruka international ltd","transport corporation of india ltd"
"3925",2507,377,1.19,"canara bank","transport corporation of india ltd"
"3926",2507,409,2,"chander agarwal","transport corporation of india ltd"
"3927",2507,517,10.95,"dharampal agarwal","transport corporation of india ltd"
"3928",2507,2564,2,"urmila agarwal","transport corporation of india ltd"
"3929",2507,2650,2.09,"vineet agarwal","transport corporation of india ltd"
"3930",2507,2672,4.04,"vls finance ltd","transport corporation of india ltd"
"3931",2508,126,1,"antariksha capital finance pvt ltd","transworld infotech ltd"
"3932",2508,127,2.05,"antariksha securities pvt ltd","transworld infotech ltd"
"3933",2508,366,3.76,"c j sandesara","transworld infotech ltd"
"3934",2508,1014,1.93,"jithal investment consultant pvt ltd","transworld infotech ltd"
"3935",2508,1311,2.82,"marut apparels pvt ltd","transworld infotech ltd"
"3936",2508,1366,3.25,"modi capital finance india ltd","transworld infotech ltd"
"3937",2508,1459,1.74,"narendrabhai b patel","transworld infotech ltd"
"3938",2508,1524,4.77,"nitin bhosle","transworld infotech ltd"
"3939",2508,1525,3.82,"nitin j sandesara","transworld infotech ltd"
"3940",2508,1685,2.89,"prabal investrade pvt ltd","transworld infotech ltd"
"3941",2508,1803,2.66,"rajbhushan dixit","transworld infotech ltd"
"3942",2508,1892,3.37,"rollstar investment finance ltd","transworld infotech ltd"
"3943",2508,2065,2.87,"sealord erections pvt ltd","transworld infotech ltd"
"3944",2508,2396,3.37,"swadeshi finvest pvt ltd","transworld infotech ltd"
"3945",2510,39,3.44,"aftab investments ltd","trent ltd"
"3946",2510,2453,1.68,"tata investment corpn. ltd","trent ltd"
"3947",2510,2459,21.15,"tata sons ltd","trent ltd"
"3948",2512,227,1.94,"baboon investments trade pvt ltd","tricom india ltd"
"3949",2512,261,1.93,"behoof investments trade pvt ltd","tricom india ltd"
"3950",2512,2104,2.48,"shamrock industrial co. ltd","tricom india ltd"
"3951",2512,2563,2.24,"upsurge investment finance ltd","tricom india ltd"
"3952",2512,2725,2.24,"yash management satellite ltd","tricom india ltd"
"3953",2515,1,1.33,"20th century holdings pvt ltd","triumph international finance india ltd"
"3954",2515,361,2.67,"burlington finance ltd","triumph international finance india ltd"
"3955",2515,1358,2.12,"milton securities ltd","triumph international finance india ltd"
"3956",2515,1364,13.18,"mividha investments pvt ltd","triumph international finance india ltd"
"3957",2515,1378,9.09,"moneshi consultancy pvt ltd","triumph international finance india ltd"
"3958",2516,1341,2.2,"mega resources ltd","triveni glass ltd"
"3959",2516,2493,1.51,"titan securities ltd","triveni glass ltd"
"3960",2518,1441,2.01,"nakoda textile inds. ltd","trupti twisters ltd"
"3961",2520,857,1.02,"housing development finance corporation ltd","tube investments of india ltd"
"3962",2520,1273,1.61,"mahindra holding finance ltd","tube investments of india ltd"
